exploratory	EP_PlotID	plant_genus	plant_species	inflorescences_qcm	survey	date
Alb	AEG9	Lotus	Lotus corniculatus	400	2	7/29/2009 12:00:00 AM
Alb	AEG9	Lotus	Lotus corniculatus	540	3	8/6/2009 12:00:00 AM
Alb	AEG9	Lotus	Lotus corniculatus	365	4	8/12/2009 12:00:00 AM
Alb	AEG9	Medicago	Medicago lupulina	60	1	7/24/2009 12:00:00 AM
Alb	AEG9	Medicago	Medicago lupulina	120	3	8/6/2009 12:00:00 AM
Alb	AEG9	Medicago	Medicago lupulina	30	4	8/12/2009 12:00:00 AM
Alb	AEG9	Ononis	Ononis spinosa	70	1	7/24/2009 12:00:00 AM
Alb	AEG9	Ononis	Ononis spinosa	5	3	8/6/2009 12:00:00 AM
Alb	AEG9	Pimpinella	Pimpinella saxifraga	430	2	7/29/2009 12:00:00 AM
Alb	AEG9	Pimpinella	Pimpinella saxifraga	490	3	8/6/2009 12:00:00 AM
Alb	AEG9	Pimpinella	Pimpinella saxifraga	515	4	8/12/2009 12:00:00 AM
Alb	AEG9	Plantago	Plantago major	10	3	8/6/2009 12:00:00 AM
Alb	AEG9	Plantago	Plantago major	10	4	8/12/2009 12:00:00 AM
Alb	AEG9	Plantago	Plantago media	25	2	7/29/2009 12:00:00 AM
Alb	AEG9	Plantago	Plantago media	25	3	8/6/2009 12:00:00 AM
Alb	AEG9	Prunella	Prunella grandiflora	865	1	7/24/2009 12:00:00 AM
Alb	AEG9	Prunella	Prunella grandiflora	400	2	7/29/2009 12:00:00 AM
Alb	AEG9	Prunella	Prunella grandiflora	325	3	8/6/2009 12:00:00 AM
Alb	AEG9	Prunella	Prunella grandiflora	235	4	8/12/2009 12:00:00 AM
Alb	AEG9	Rhinanthus	Rhinanthus minor	628	1	7/24/2009 12:00:00 AM
Alb	AEG9	Rhinanthus	Rhinanthus minor	610	2	7/29/2009 12:00:00 AM
Alb	AEG9	Rhinanthus	Rhinanthus minor	590	3	8/6/2009 12:00:00 AM
Alb	AEG9	Rhinanthus	Rhinanthus minor	450	4	8/12/2009 12:00:00 AM
Alb	AEG9	Scabiosa	Scabiosa columbaria	90	1	7/24/2009 12:00:00 AM
Alb	AEG9	Scabiosa	Scabiosa columbaria	90	2	7/29/2009 12:00:00 AM
Alb	AEG9	Scabiosa	Scabiosa columbaria	75	3	8/6/2009 12:00:00 AM
Alb	AEG9	Scabiosa	Scabiosa columbaria	25	4	8/12/2009 12:00:00 AM
Alb	AEG9	Senecio	Senecio erucifolius	30	2	7/29/2009 12:00:00 AM
Alb	AEG9	Senecio	Senecio erucifolius	20	3	8/6/2009 12:00:00 AM
Alb	AEG9	Senecio	Senecio erucifolius	10	4	8/12/2009 12:00:00 AM
Alb	AEG9	Silene	Silene dioica	7	1	7/24/2009 12:00:00 AM
Alb	AEG9	Thymus	Thymus pulegioides	420	1	7/24/2009 12:00:00 AM
Alb	AEG9	Thymus	Thymus pulegioides	230	2	7/29/2009 12:00:00 AM
Alb	AEG9	Thymus	Thymus pulegioides	250	3	8/6/2009 12:00:00 AM
Alb	AEG9	Thymus	Thymus pulegioides	120	4	8/12/2009 12:00:00 AM
Alb	AEG9	Trifolium	Trifolium campestre	55	3	8/6/2009 12:00:00 AM
Alb	AEG9	Trifolium	Trifolium dubium	70	2	7/29/2009 12:00:00 AM
Alb	AEG9	Trifolium	Trifolium pratense	1320	1	7/24/2009 12:00:00 AM
Alb	AEG9	Trifolium	Trifolium pratense	780	2	7/29/2009 12:00:00 AM
Alb	AEG9	Trifolium	Trifolium pratense	445	3	8/6/2009 12:00:00 AM
Alb	AEG9	Trifolium	Trifolium pratense	205	4	8/12/2009 12:00:00 AM
Alb	AEG9	Trifolium	Trifolium repens	65	1	7/24/2009 12:00:00 AM
Alb	AEG9	Trifolium	Trifolium repens	35	2	7/29/2009 12:00:00 AM
Hainich	HEG1	Carum	Carum carvi	15	3	8/13/2009 12:00:00 AM
Hainich	HEG1	Cerastium	Cerastium holosteoides	10	3	8/13/2009 12:00:00 AM
Hainich	HEG1	Convolvulus	Convolvulus arvensis	5	3	8/13/2009 12:00:00 AM
Hainich	HEG1	Crepis	Crepis biennis	25	3	8/13/2009 12:00:00 AM
Hainich	HEG1	Crepis	Crepis biennis	5	2	8/5/2009 12:00:00 AM
Hainich	HEG1	Crepis	Crepis biennis	30	4	8/20/2009 12:00:00 AM
Hainich	HEG1	Pimpinella	Pimpinella saxifraga	10	2	8/5/2009 12:00:00 AM
Hainich	HEG1	Plantago	Plantago lanceolata	5	2	8/5/2009 12:00:00 AM
Hainich	HEG1	Trifolium	Trifolium pratense	10	2	8/5/2009 12:00:00 AM
Hainich	HEG1	Trifolium	Trifolium repens	80	1	7/31/2009 12:00:00 AM
Hainich	HEG1	Trifolium	Trifolium repens	70	2	8/5/2009 12:00:00 AM
Hainich	HEG1	Trifolium	Trifolium repens	40	3	8/13/2009 12:00:00 AM
Hainich	HEG1	Trifolium	Trifolium repens	20	4	8/20/2009 12:00:00 AM
Hainich	HEG13	Achillea	Achillea millefolium agg.	170	1	7/23/2009 12:00:00 AM
Hainich	HEG13	Arctium	Arctium tomentosum	35	1	7/23/2009 12:00:00 AM
Hainich	HEG13	Arctium	Arctium tomentosum	30	2	8/1/2009 12:00:00 AM
Hainich	HEG13	Arctium	Arctium tomentosum	20	3	8/7/2009 12:00:00 AM
Hainich	HEG13	Arctium	Arctium tomentosum	10	4	8/15/2009 12:00:00 AM
Hainich	HEG13	Cichorium	Cichorium intybus	20	4	8/15/2009 12:00:00 AM
Hainich	HEG13	Crepis	Crepis biennis	30	1	7/23/2009 12:00:00 AM
Hainich	HEG13	Leucanthemum	Leucanthemum vulgare	1860	1	7/23/2009 12:00:00 AM
Hainich	HEG13	Lotus	Lotus corniculatus	20	1	7/23/2009 12:00:00 AM
Hainich	HEG13	Matricaria	Matricaria maritima	10	3	8/7/2009 12:00:00 AM
Hainich	HEG13	Matricaria	Matricaria maritima	25	4	8/15/2009 12:00:00 AM
Hainich	HEG13	Matricaria	Matricaria recutita	20	2	8/1/2009 12:00:00 AM
Hainich	HEG13	Medicago	Medicago lupulina	20	1	7/23/2009 12:00:00 AM
Hainich	HEG13	Pastinaca	Pastinaca sativa	870	1	7/23/2009 12:00:00 AM
Hainich	HEG13	Pastinaca	Pastinaca sativa	50	2	8/1/2009 12:00:00 AM
Hainich	HEG13	Pastinaca	Pastinaca sativa	30	3	8/7/2009 12:00:00 AM
Hainich	HEG13	Pastinaca	Pastinaca sativa	30	4	8/15/2009 12:00:00 AM
Hainich	HEG13	Trifolium	Trifolium pratense	275	1	7/23/2009 12:00:00 AM
Hainich	HEG13	Trifolium	Trifolium pratense	150	2	8/1/2009 12:00:00 AM
Hainich	HEG13	Trifolium	Trifolium pratense	50	3	8/7/2009 12:00:00 AM
Hainich	HEG13	Trifolium	Trifolium pratense	50	4	8/15/2009 12:00:00 AM
Hainich	HEG13	Trifolium	Trifolium repens	4550	1	7/23/2009 12:00:00 AM
Hainich	HEG13	Trifolium	Trifolium repens	300	2	8/1/2009 12:00:00 AM
Hainich	HEG13	Trifolium	Trifolium repens	10	3	8/7/2009 12:00:00 AM
Hainich	HEG13	Trifolium	Trifolium repens	10	4	8/15/2009 12:00:00 AM
Hainich	HEG16	Achillea	Achillea millefolium agg.	290	1	7/31/2009 12:00:00 AM
Hainich	HEG16	Agrimonia	Agrimonia eupatoria	25	1	7/31/2009 12:00:00 AM
Hainich	HEG16	Crepis	Crepis biennis	100	1	7/31/2009 12:00:00 AM
Hainich	HEG16	Geranium	Geranium pratense	10	1	7/31/2009 12:00:00 AM
Hainich	HEG16	Trifolium	Trifolium pratense	275	1	7/31/2009 12:00:00 AM
Hainich	HEG16	Trifolium	Trifolium repens	300	1	7/31/2009 12:00:00 AM
Hainich	HEG16	Ranunculus		45	1	7/31/2009 12:00:00 AM
Hainich	HEG18	Achillea	Achillea millefolium agg.	40	1	7/24/2009 12:00:00 AM
Hainich	HEG18	Achillea	Achillea millefolium agg.	70	2	8/1/2009 12:00:00 AM
Hainich	HEG18	Achillea	Achillea millefolium agg.	100	3	8/7/2009 12:00:00 AM
Hainich	HEG18	Achillea	Achillea millefolium agg.	40	4	8/16/2009 12:00:00 AM
Hainich	HEG18	Agrimonia	Agrimonia eupatoria	70	1	7/24/2009 12:00:00 AM
Hainich	HEG18	Agrimonia	Agrimonia eupatoria	10	2	8/1/2009 12:00:00 AM
Hainich	HEG18	Agrimonia	Agrimonia eupatoria	10	3	8/7/2009 12:00:00 AM
Hainich	HEG18	Centaurea	Centaurea jacea	75	2	8/1/2009 12:00:00 AM
Hainich	HEG18	Centaurea	Centaurea jacea	230	3	8/7/2009 12:00:00 AM
Hainich	HEG18	Centaurea	Centaurea jacea	150	4	8/16/2009 12:00:00 AM
Hainich	HEG18	Cirsium	Cirsium acaule	10	2	8/1/2009 12:00:00 AM
Hainich	HEG18	Cirsium	Cirsium acaule	10	3	8/7/2009 12:00:00 AM
Hainich	HEG18	Cirsium	Cirsium acaule	30	4	8/16/2009 12:00:00 AM
Hainich	HEG18	Daucus	Daucus carota	120	1	7/24/2009 12:00:00 AM
Hainich	HEG18	Daucus	Daucus carota	300	2	8/1/2009 12:00:00 AM
Hainich	HEG18	Daucus	Daucus carota	320	3	8/7/2009 12:00:00 AM
Hainich	HEG18	Daucus	Daucus carota	150	4	8/16/2009 12:00:00 AM
Hainich	HEG18	Genista	Genista tinctoria	50	1	7/24/2009 12:00:00 AM
Hainich	HEG18	Genista	Genista tinctoria	110	2	8/1/2009 12:00:00 AM
Hainich	HEG18	Genista	Genista tinctoria	110	3	8/7/2009 12:00:00 AM
Hainich	HEG18	Genista	Genista tinctoria	60	4	8/16/2009 12:00:00 AM
Hainich	HEG18	Lotus	Lotus corniculatus	140	1	7/24/2009 12:00:00 AM
Hainich	HEG18	Lotus	Lotus corniculatus	580	2	8/1/2009 12:00:00 AM
Hainich	HEG18	Lotus	Lotus corniculatus	270	3	8/7/2009 12:00:00 AM
Hainich	HEG18	Lotus	Lotus corniculatus	160	4	8/16/2009 12:00:00 AM
Hainich	HEG18	Medicago	Medicago lupulina	30	1	7/24/2009 12:00:00 AM
Hainich	HEG18	Ononis	Ononis spinosa	10	1	7/24/2009 12:00:00 AM
Hainich	HEG18	Ononis	Ononis spinosa	190	2	8/1/2009 12:00:00 AM
Hainich	HEG18	Ononis	Ononis spinosa	450	3	8/7/2009 12:00:00 AM
Hainich	HEG18	Ononis	Ononis spinosa	700	4	8/16/2009 12:00:00 AM
Hainich	HEG18	Pimpinella	Pimpinella saxifraga	60	2	8/1/2009 12:00:00 AM
Hainich	HEG18	Pimpinella	Pimpinella saxifraga	50	4	8/16/2009 12:00:00 AM
Hainich	HEG18	Plantago	Plantago media	30	1	7/24/2009 12:00:00 AM
Hainich	HEG18	Plantago	Plantago media	70	2	8/1/2009 12:00:00 AM
Hainich	HEG18	Plantago	Plantago media	30	3	8/7/2009 12:00:00 AM
Hainich	HEG18	Prunella	Prunella vulgaris	25	2	8/1/2009 12:00:00 AM
Hainich	HEG18	Scabiosa	Scabiosa columbaria	10	1	7/24/2009 12:00:00 AM
Hainich	HEG18	Scabiosa	Scabiosa columbaria	60	2	8/1/2009 12:00:00 AM
Hainich	HEG18	Scabiosa	Scabiosa columbaria	20	3	8/7/2009 12:00:00 AM
Hainich	HEG18	Thymus	Thymus pulegioides	160	1	7/24/2009 12:00:00 AM
Hainich	HEG18	Thymus	Thymus pulegioides	20	3	8/7/2009 12:00:00 AM
Hainich	HEG18	Trifolium	Trifolium campestre	10	1	7/24/2009 12:00:00 AM
Hainich	HEG18	Trifolium	Trifolium pratense	130	1	7/24/2009 12:00:00 AM
Hainich	HEG18	Trifolium	Trifolium pratense	210	2	8/1/2009 12:00:00 AM
Hainich	HEG18	Trifolium	Trifolium pratense	80	3	8/7/2009 12:00:00 AM
Hainich	HEG18	Trifolium	Trifolium pratense	20	4	8/16/2009 12:00:00 AM
Hainich	HEG18	Trifolium	Trifolium repens	20	1	7/24/2009 12:00:00 AM
Hainich	HEG18	Trifolium	Trifolium repens	80	2	8/1/2009 12:00:00 AM
Hainich	HEG18	Vicia	Vicia cracca	10	3	8/7/2009 12:00:00 AM
Hainich	HEG18	Campanula		10	3	8/7/2009 12:00:00 AM
Hainich	HEG18	Euphrasia	Euphrasia officinalis ssp. rostkoviana	60	1	7/24/2009 12:00:00 AM
Hainich	HEG18	Euphrasia	Euphrasia officinalis ssp. rostkoviana	300	2	8/1/2009 12:00:00 AM
Hainich	HEG18	Euphrasia	Euphrasia officinalis ssp. rostkoviana	150	3	8/7/2009 12:00:00 AM
Hainich	HEG18	Euphrasia	Euphrasia officinalis ssp. rostkoviana	180	4	8/16/2009 12:00:00 AM
Hainich	HEG18	Leontodon	Leontodon hispidus	80	1	7/24/2009 12:00:00 AM
Hainich	HEG18	Leontodon	Leontodon hispidus	10	4	8/16/2009 12:00:00 AM
Hainich	HEG18	Scabiosa	Scabiosa columbaria	20	4	8/16/2009 12:00:00 AM
Hainich	HEG18	Thymus	Thymus pulegioides	160	2	8/1/2009 12:00:00 AM
Hainich	HEG18	Trifolium		20	4	8/16/2009 12:00:00 AM
Hainich	HEG23	Achillea	Achillea millefolium agg.	50	4	8/20/2009 12:00:00 AM
Hainich	HEG23	Cichorium	Cichorium intybus	100	2	8/6/2009 12:00:00 AM
Hainich	HEG23	Cichorium	Cichorium intybus	90	3	8/14/2009 12:00:00 AM
Hainich	HEG23	Convolvulus	Convolvulus arvensis	20	2	8/6/2009 12:00:00 AM
Hainich	HEG23	Crepis	Crepis biennis	500	1	7/28/2009 12:00:00 AM
Hainich	HEG23	Crepis	Crepis biennis	1200	2	8/6/2009 12:00:00 AM
Hainich	HEG23	Crepis	Crepis biennis	800	3	8/14/2009 12:00:00 AM
Hainich	HEG23	Crepis	Crepis biennis	50	4	8/20/2009 12:00:00 AM
Hainich	HEG23	Daucus	Daucus carota	150	1	7/28/2009 12:00:00 AM
Hainich	HEG23	Daucus	Daucus carota	270	2	8/6/2009 12:00:00 AM
Hainich	HEG23	Daucus	Daucus carota	150	3	8/14/2009 12:00:00 AM
Hainich	HEG23	Daucus	Daucus carota	60	4	8/20/2009 12:00:00 AM
Hainich	HEG23	Galium	Galium verum	50	1	7/28/2009 12:00:00 AM
Hainich	HEG23	Hieracium	Hypericum perforatum	50	1	7/28/2009 12:00:00 AM
Hainich	HEG23	Hypericum	Hypericum perforatum	30	2	8/6/2009 12:00:00 AM
Hainich	HEG23	Hypericum	Hypericum perforatum	30	4	8/20/2009 12:00:00 AM
Hainich	HEG23	Lotus	Lotus corniculatus	80	2	8/6/2009 12:00:00 AM
Hainich	HEG23	Lotus	Lotus corniculatus	60	3	8/14/2009 12:00:00 AM
Hainich	HEG23	Lotus	Lotus corniculatus	50	4	8/20/2009 12:00:00 AM
Hainich	HEG23	Pimpinella	Pimpinella saxifraga	200	3	8/14/2009 12:00:00 AM
Hainich	HEG23	Pimpinella	Pimpinella saxifraga	30	2	8/6/2009 12:00:00 AM
Hainich	HEG23	Pimpinella	Pimpinella saxifraga	100	4	8/20/2009 12:00:00 AM
Hainich	HEG23	Plantago	Plantago lanceolata	90	2	8/6/2009 12:00:00 AM
Hainich	HEG23	Plantago	Plantago lanceolata	15	3	8/14/2009 12:00:00 AM
Hainich	HEG23	Plantago	Plantago media	50	1	7/28/2009 12:00:00 AM
Hainich	HEG23	Plantago	Plantago media	50	2	8/6/2009 12:00:00 AM
Hainich	HEG23	Trifolium	Trifolium pratense	200	1	7/28/2009 12:00:00 AM
Hainich	HEG23	Trifolium	Trifolium pratense	290	2	8/6/2009 12:00:00 AM
Hainich	HEG23	Trifolium	Trifolium pratense	550	3	8/14/2009 12:00:00 AM
Hainich	HEG23	Trifolium	Trifolium pratense	120	4	8/20/2009 12:00:00 AM
Hainich	HEG23	Trifolium	Trifolium repens	100	1	7/28/2009 12:00:00 AM
Hainich	HEG23	Trifolium	Trifolium repens	70	2	8/6/2009 12:00:00 AM
Hainich	HEG23	Trifolium	Trifolium repens	30	3	8/14/2009 12:00:00 AM
Hainich	HEG24	Achillea	Achillea millefolium agg.	2000	1	7/28/2009 12:00:00 AM
Hainich	HEG24	Achillea	Achillea millefolium agg.	660	2	8/6/2009 12:00:00 AM
Hainich	HEG24	Achillea	Achillea millefolium agg.	700	3	8/14/2009 12:00:00 AM
Hainich	HEG24	Achillea	Achillea millefolium agg.	80	4	8/20/2009 12:00:00 AM
Hainich	HEG24	Anthriscus	Anthriscus sylvestris	7000	1	7/28/2009 12:00:00 AM
Hainich	HEG24	Arctium	Arctium tomentosum	160	1	7/28/2009 12:00:00 AM
Hainich	HEG24	Arctium	Arctium tomentosum	90	2	8/6/2009 12:00:00 AM
Hainich	HEG24	Arctium	Arctium tomentosum	180	3	8/14/2009 12:00:00 AM
Hainich	HEG24	Arctium	Arctium tomentosum	50	4	8/20/2009 12:00:00 AM
Hainich	HEG24	Carum	Carum carvi	3500	2	8/6/2009 12:00:00 AM
Hainich	HEG24	Cichorium	Cichorium intybus	10	1	7/28/2009 12:00:00 AM
Hainich	HEG24	Cichorium	Cichorium intybus	90	2	8/6/2009 12:00:00 AM
Hainich	HEG24	Cichorium	Cichorium intybus	50	3	8/14/2009 12:00:00 AM
Hainich	HEG24	Convolvulus	Convolvulus arvensis	50	1	7/28/2009 12:00:00 AM
Hainich	HEG24	Convolvulus	Convolvulus arvensis	30	3	8/14/2009 12:00:00 AM
Hainich	HEG24	Convolvulus	Convolvulus arvensis	20	4	8/20/2009 12:00:00 AM
Hainich	HEG24	Crepis	Crepis biennis	2600	1	7/28/2009 12:00:00 AM
Hainich	HEG24	Crepis	Crepis biennis	2300	2	8/6/2009 12:00:00 AM
Hainich	HEG24	Crepis	Crepis biennis	1900	3	8/14/2009 12:00:00 AM
Hainich	HEG24	Crepis	Crepis biennis	100	4	8/20/2009 12:00:00 AM
Hainich	HEG24	Daucus	Daucus carota	1200	1	7/28/2009 12:00:00 AM
Hainich	HEG24	Daucus	Daucus carota	650	2	8/6/2009 12:00:00 AM
Hainich	HEG24	Daucus	Daucus carota	400	3	8/14/2009 12:00:00 AM
Hainich	HEG24	Daucus	Daucus carota	300	4	8/20/2009 12:00:00 AM
Hainich	HEG24	Heracleum	Heracleum sphondylium	850	2	8/6/2009 12:00:00 AM
Hainich	HEG24	Heracleum	Heracleum sphondylium	620	3	8/14/2009 12:00:00 AM
Hainich	HEG24	Heracleum	Heracleum sphondylium	150	4	8/20/2009 12:00:00 AM
Hainich	HEG24	Pimpinella	Pimpinella saxifraga	1050	1	7/28/2009 12:00:00 AM
Hainich	HEG24	Pimpinella	Pimpinella saxifraga	2950	3	8/14/2009 12:00:00 AM
Hainich	HEG24	Pimpinella	Pimpinella saxifraga	300	4	8/20/2009 12:00:00 AM
Hainich	HEG24	Prunella	Prunella vulgaris	50	1	7/28/2009 12:00:00 AM
Hainich	HEG24	Prunella	Prunella vulgaris	50	3	8/14/2009 12:00:00 AM
Hainich	HEG24	Trifolium	Trifolium pratense	3000	1	7/28/2009 12:00:00 AM
Hainich	HEG24	Trifolium	Trifolium pratense	2700	2	8/6/2009 12:00:00 AM
Hainich	HEG24	Trifolium	Trifolium pratense	2800	3	8/14/2009 12:00:00 AM
Hainich	HEG24	Trifolium	Trifolium pratense	600	4	8/20/2009 12:00:00 AM
Hainich	HEG24	Trifolium	Trifolium repens	200	1	7/28/2009 12:00:00 AM
Hainich	HEG24	Vicia	Vicia cracca	10	2	8/6/2009 12:00:00 AM
Hainich	HEG24	Vicia	Vicia cracca	20	3	8/14/2009 12:00:00 AM
Hainich	HEG25	Achillea	Achillea millefolium agg.	100	1	7/28/2009 12:00:00 AM
Hainich	HEG25	Achillea	Achillea millefolium agg.	170	2	8/5/2009 12:00:00 AM
Hainich	HEG25	Achillea	Achillea millefolium agg.	150	4	8/20/2009 12:00:00 AM
Hainich	HEG25	Agrimonia	Agrimonia eupatoria	80	1	7/28/2009 12:00:00 AM
Hainich	HEG25	Agrimonia	Agrimonia eupatoria	120	3	8/13/2009 12:00:00 AM
Hainich	HEG25	Agrimonia	Agrimonia eupatoria	30	4	8/20/2009 12:00:00 AM
Hainich	HEG25	Carum	Carum carvi	200	2	8/5/2009 12:00:00 AM
Hainich	HEG25	Centaurea	Centaurea jacea	190	1	7/28/2009 12:00:00 AM
Hainich	HEG25	Centaurea	Centaurea jacea	530	2	8/5/2009 12:00:00 AM
Hainich	HEG25	Centaurea	Centaurea jacea	1400	3	8/13/2009 12:00:00 AM
Hainich	HEG25	Centaurea	Centaurea jacea	500	4	8/20/2009 12:00:00 AM
Hainich	HEG25	Convolvulus	Convolvulus arvensis	50	1	7/28/2009 12:00:00 AM
Hainich	HEG25	Convolvulus	Convolvulus arvensis	5	2	8/5/2009 12:00:00 AM
Hainich	HEG25	Crepis	Crepis biennis	10	2	8/5/2009 12:00:00 AM
Hainich	HEG25	Crepis	Crepis biennis	10	3	8/13/2009 12:00:00 AM
Hainich	HEG25	Crepis	Crepis biennis	20	4	8/20/2009 12:00:00 AM
Hainich	HEG25	Daucus	Daucus carota	3500	1	7/28/2009 12:00:00 AM
Hainich	HEG25	Daucus	Daucus carota	4150	2	8/5/2009 12:00:00 AM
Hainich	HEG25	Daucus	Daucus carota	1100	3	8/13/2009 12:00:00 AM
Hainich	HEG25	Daucus	Daucus carota	800	4	8/20/2009 12:00:00 AM
Hainich	HEG25	Galium	Galium verum	1000	1	7/28/2009 12:00:00 AM
Hainich	HEG25	Galium	Galium verum	30	3	8/13/2009 12:00:00 AM
Hainich	HEG25	Hieracium	Hypericum perforatum	1300	1	7/28/2009 12:00:00 AM
Hainich	HEG25	Hypericum	Hypericum perforatum	210	2	8/5/2009 12:00:00 AM
Hainich	HEG25	Hypericum	Hypericum perforatum	150	3	8/13/2009 12:00:00 AM
Hainich	HEG25	Hypericum	Hypericum perforatum	130	4	8/20/2009 12:00:00 AM
Hainich	HEG25	Knautia	Knautia arvensis	90	1	7/28/2009 12:00:00 AM
Hainich	HEG25	Knautia	Knautia arvensis	310	2	8/5/2009 12:00:00 AM
Hainich	HEG25	Knautia	Knautia arvensis	70	3	8/13/2009 12:00:00 AM
Hainich	HEG25	Knautia	Knautia arvensis	50	4	8/20/2009 12:00:00 AM
Hainich	HEG25	Lathyrus	Lathyrus pratensis	500	2	8/5/2009 12:00:00 AM
Hainich	HEG25	Lotus	Lotus corniculatus	170	1	7/28/2009 12:00:00 AM
Hainich	HEG25	Lotus	Lotus corniculatus	450	2	8/5/2009 12:00:00 AM
Hainich	HEG25	Lotus	Lotus corniculatus	300	3	8/13/2009 12:00:00 AM
Hainich	HEG25	Lotus	Lotus corniculatus	300	4	8/20/2009 12:00:00 AM
Hainich	HEG25	Medicago	Medicago lupulina	100	1	7/28/2009 12:00:00 AM
Hainich	HEG25	Odontites	Odontites vulgaris	50	4	8/20/2009 12:00:00 AM
Hainich	HEG25	Ononis	Ononis spinosa	200	1	7/28/2009 12:00:00 AM
Hainich	HEG25	Ononis	Ononis spinosa	50	2	8/5/2009 12:00:00 AM
Hainich	HEG25	Ononis	Ononis spinosa	80	3	8/13/2009 12:00:00 AM
Hainich	HEG25	Pastinaca	Pastinaca sativa	100	2	8/5/2009 12:00:00 AM
Hainich	HEG25	Pastinaca	Pastinaca sativa	30	3	8/13/2009 12:00:00 AM
Hainich	HEG25	Pimpinella	Pimpinella saxifraga	400	4	8/20/2009 12:00:00 AM
Hainich	HEG25	Pimpinella	Pimpinella saxifraga	50	2	8/5/2009 12:00:00 AM
Hainich	HEG25	Pimpinella	Pimpinella saxifraga	150	3	8/13/2009 12:00:00 AM
Hainich	HEG25	Senecio	Senecio erucifolius	70	2	8/5/2009 12:00:00 AM
Hainich	HEG25	Senecio	Senecio erucifolius	50	3	8/13/2009 12:00:00 AM
Hainich	HEG25	Senecio	Senecio erucifolius	100	4	8/20/2009 12:00:00 AM
Hainich	HEG25	Tanacetum	Tanacetum vulgare	50	1	7/28/2009 12:00:00 AM
Hainich	HEG25	Tanacetum	Tanacetum vulgare	300	2	8/5/2009 12:00:00 AM
Hainich	HEG25	Tanacetum	Tanacetum vulgare	300	3	8/13/2009 12:00:00 AM
Hainich	HEG25	Tanacetum	Tanacetum vulgare	80	4	8/20/2009 12:00:00 AM
Hainich	HEG25	Trifolium	Trifolium campestre	100	4	8/20/2009 12:00:00 AM
Hainich	HEG25	Trifolium	Trifolium pratense	100	1	7/28/2009 12:00:00 AM
Hainich	HEG25	Trifolium	Trifolium pratense	50	2	8/5/2009 12:00:00 AM
Hainich	HEG25	Trifolium	Trifolium pratense	30	3	8/13/2009 12:00:00 AM
Hainich	HEG25	Trifolium	Trifolium pratense	30	4	8/20/2009 12:00:00 AM
Hainich	HEG25	Vicia	Vicia cracca	1560	1	7/28/2009 12:00:00 AM
Hainich	HEG25	Vicia	Vicia cracca	450	2	8/5/2009 12:00:00 AM
Hainich	HEG25	Galium	Galium verum	300	2	8/5/2009 12:00:00 AM
Hainich	HEG25	Vicia	Vicia cracca	80	3	8/13/2009 12:00:00 AM
Hainich	HEG3	Agrimonia	Agrimonia eupatoria	5	2	8/1/2009 12:00:00 AM
Hainich	HEG3	Cirsium	Cirsium arvense	20	3	8/13/2009 12:00:00 AM
Hainich	HEG3	Convolvulus	Convolvulus arvensis	15	1	7/28/2009 12:00:00 AM
Hainich	HEG3	Convolvulus	Convolvulus arvensis	5	2	8/1/2009 12:00:00 AM
Hainich	HEG3	Crepis	Crepis biennis	20	1	7/28/2009 12:00:00 AM
Hainich	HEG3	Crepis	Crepis biennis	20	2	8/1/2009 12:00:00 AM
Hainich	HEG3	Crepis	Crepis biennis	15	3	8/13/2009 12:00:00 AM
Hainich	HEG3	Crepis	Crepis biennis	20	3	8/13/2009 12:00:00 AM
Hainich	HEG3	Crepis	Crepis biennis	5	4	8/20/2009 12:00:00 AM
Hainich	HEG3	Daucus	Daucus carota	30	1	7/28/2009 12:00:00 AM
Hainich	HEG3	Daucus	Daucus carota	60	2	8/1/2009 12:00:00 AM
Hainich	HEG3	Daucus	Daucus carota	70	3	8/13/2009 12:00:00 AM
Hainich	HEG3	Daucus	Daucus carota	30	4	8/20/2009 12:00:00 AM
Hainich	HEG3	Heracleum	Heracleum sphondylium	500	3	8/13/2009 12:00:00 AM
Hainich	HEG3	Lotus	Lotus corniculatus	10	2	8/1/2009 12:00:00 AM
Hainich	HEG3	Matricaria	Matricaria maritima	20	4	8/20/2009 12:00:00 AM
Hainich	HEG3	Matricaria	Matricaria recutita	10	2	8/1/2009 12:00:00 AM
Hainich	HEG3	Matricaria	Matricaria recutita	10	3	8/13/2009 12:00:00 AM
Hainich	HEG3	Trifolium	Trifolium pratense	10	3	8/13/2009 12:00:00 AM
Hainich	HEG3	Trifolium	Trifolium repens	70	1	7/28/2009 12:00:00 AM
Hainich	HEG3	Trifolium	Trifolium repens	50	2	8/1/2009 12:00:00 AM
Hainich	HEG3	Trifolium	Trifolium repens	25	3	8/13/2009 12:00:00 AM
Hainich	HEG3	Vicia	Vicia cracca	10	1	7/28/2009 12:00:00 AM
Hainich	HEG3	Vicia	Vicia cracca	10	2	8/1/2009 12:00:00 AM
Hainich	HEG3	Vicia	Vicia cracca	15	3	8/13/2009 12:00:00 AM
Hainich	HEG32	Achillea	Achillea millefolium agg.	30	4	8/19/2009 12:00:00 AM
Hainich	HEG32	Arctium	Arctium tomentosum	10	2	8/4/2009 12:00:00 AM
Hainich	HEG32	Arctium	Arctium tomentosum	40	3	8/9/2009 12:00:00 AM
Hainich	HEG32	Arctium	Arctium tomentosum	20	4	8/19/2009 12:00:00 AM
Hainich	HEG32	Convolvulus	Convolvulus arvensis	20	3	8/9/2009 12:00:00 AM
