record_no	exploratory	EP_PlotID	plant_genus	plant_species	no_inflorescences	inflorescences_qcm	sub_plot	survey	date	last_mowing
2127	Hainich	HEG9	Medicago	Medicago lupulina	26	7	managed	1	5/29/2008 12:00:00 AM	
2128	Hainich	HEG9	Medicago	Medicago lupulina	25	5	realistic	1	5/29/2008 12:00:00 AM	
2129	Hainich	HEG9	Medicago	Medicago lupulina	2	1	succession	1	5/29/2008 12:00:00 AM	
2130	Hainich	HEG9	Ranunculus	Ranunculus acris	100	100	managed	1	5/29/2008 12:00:00 AM	
2131	Hainich	HEG9	Ranunculus	Ranunculus acris	88	88	realistic	1	5/29/2008 12:00:00 AM	
2132	Hainich	HEG9	Ranunculus	Ranunculus acris	90	90	succession	1	5/29/2008 12:00:00 AM	
2133	Hainich	HEG9	Rhinanthus	Rhinanthus minor	160	160	managed	1	5/29/2008 12:00:00 AM	
2134	Hainich	HEG9	Rhinanthus	Rhinanthus minor	270	270	realistic	1	5/29/2008 12:00:00 AM	
2135	Hainich	HEG9	Rhinanthus	Rhinanthus minor	120	120	succession	1	5/29/2008 12:00:00 AM	
2136	Hainich	HEG9	Thymus	Thymus pulegioides	19	57	realistic	1	5/29/2008 12:00:00 AM	
2137	Hainich	HEG9	Veronica	Veronica chamaedrys	25	6	managed	1	5/29/2008 12:00:00 AM	
2138	Hainich	HEG9	Veronica	Veronica chamaedrys	40	10	realistic	1	5/29/2008 12:00:00 AM	
2139	Hainich	HEG9	Veronica	Veronica chamaedrys	54	14	succession	1	5/29/2008 12:00:00 AM	
2140	Hainich	HEG9	Achillea	Achillea millefolium	200	33	realistic	2	8/3/2008 12:00:00 AM	
2141	Hainich	HEG9	Agrimonia	Agrimonia eupatoria	39	20	managed	2	8/3/2008 12:00:00 AM	11.07.2008?
2142	Hainich	HEG9	Agrimonia	Agrimonia eupatoria	20	10	realistic	2	8/3/2008 12:00:00 AM	
2143	Hainich	HEG9	Agrimonia	Agrimonia eupatoria	25	13	succession	2	8/3/2008 12:00:00 AM	
2144	Hainich	HEG9	Centaurea	Centaurea jacea	6	24	realistic	2	8/3/2008 12:00:00 AM	
2145	Hainich	HEG9	Centaurea	Centaurea jacea	140	560	succession	2	8/3/2008 12:00:00 AM	
2146	Hainich	HEG9	Cichorium	Cichorium intybus	4	16	realistic	2	8/3/2008 12:00:00 AM	
2147	Hainich	HEG9	Cirsium	Cirsium acaule	3	9	managed	2	8/3/2008 12:00:00 AM	11.07.2008?
2148	Hainich	HEG9	Cirsium	Cirsium acaule	8	24	realistic	2	8/3/2008 12:00:00 AM	
2149	Hainich	HEG9	Euphrasia	Euphrasia officinalis	70	35	managed	2	8/3/2008 12:00:00 AM	11.07.2008?
2150	Hainich	HEG9	Euphrasia	Euphrasia officinalis	47	24	realistic	2	8/3/2008 12:00:00 AM	
2151	Hainich	HEG9	Leontodon	Leontodon hispidus	28	84	managed	2	8/3/2008 12:00:00 AM	11.07.2008?
2152	Hainich	HEG9	Leontodon	Leontodon hispidus	25	50	realistic	2	8/3/2008 12:00:00 AM	
2153	Hainich	HEG9	Leontodon	Leontodon hispidus	11	33	succession	2	8/3/2008 12:00:00 AM	
2154	Hainich	HEG9	Lotus	Lotus corniculatus	80	80	managed	2	8/3/2008 12:00:00 AM	11.07.2008?
2155	Hainich	HEG9	Lotus	Lotus corniculatus	100	100	realistic	2	8/3/2008 12:00:00 AM	
2156	Hainich	HEG9	Lotus	Lotus corniculatus	150	150	succession	2	8/3/2008 12:00:00 AM	
2157	Hainich	HEG9	Ononis	Ononis spinosa	85	170	managed	2	8/3/2008 12:00:00 AM	11.07.2008?
2158	Hainich	HEG9	Ononis	Ononis spinosa	370	740	realistic	2	8/3/2008 12:00:00 AM	
2159	Hainich	HEG9	Ononis	Ononis spinosa	290	580	succession	2	8/3/2008 12:00:00 AM	
2160	Hainich	HEG9	Pimpinella	Pimpinella saxifraga	180	45	managed	2	8/3/2008 12:00:00 AM	11.07.2008?
2161	Hainich	HEG9	Pimpinella	Pimpinella saxifraga	400	100	realistic	2	8/3/2008 12:00:00 AM	
2162	Hainich	HEG9	Pimpinella	Pimpinella saxifraga	1750	63	succession	2	8/3/2008 12:00:00 AM	
2163	Hainich	HEG9	Senecio	Senecio jacobaea	5	10	realistic	2	8/3/2008 12:00:00 AM	
2164	Hainich	HEG9	Senecio	Senecio jacobaea	5	10	succession	2	8/3/2008 12:00:00 AM	
2165	Hainich	HEG9	Trifolium	Trifolium pratense	3	6	realistic	2	8/3/2008 12:00:00 AM	
2166	Hainich	HEG9	Achillea	Achillea millefolium	150	25	realistic	3	8/31/2008 12:00:00 AM	
2167	Hainich	HEG9	Achillea	Achillea millefolium	20	3	succession	3	8/31/2008 12:00:00 AM	
2168	Hainich	HEG9	Agrimonia	Agrimonia eupatoria	10	5	managed	3	8/31/2008 12:00:00 AM	8/6/2008
2169	Hainich	HEG9	Centaurea	Centaurea jacea	3	12	realistic	3	8/31/2008 12:00:00 AM	
2170	Hainich	HEG9	Centaurea	Centaurea jacea	24	96	succession	3	8/31/2008 12:00:00 AM	
2171	Hainich	HEG9	Cirsium	Cirsium acaule	4	12	realistic	3	8/31/2008 12:00:00 AM	
2172	Hainich	HEG9	Euphrasia	Euphrasia officinalis	20	10	managed	3	8/31/2008 12:00:00 AM	8/6/2008
2173	Hainich	HEG9	Euphrasia	Euphrasia officinalis	85	43	realistic	3	8/31/2008 12:00:00 AM	
2174	Hainich	HEG9	Leontodon	Leontodon hispidus	5	10	managed	3	8/31/2008 12:00:00 AM	8/6/2008
2175	Hainich	HEG9	Leontodon	Leontodon hispidus	20	40	realistic	3	8/31/2008 12:00:00 AM	
2176	Hainich	HEG9	Leontodon	Leontodon hispidus	2	4	succession	3	8/31/2008 12:00:00 AM	
2177	Hainich	HEG9	Lotus	Lotus corniculatus	90	90	managed	3	8/31/2008 12:00:00 AM	8/6/2008
2178	Hainich	HEG9	Lotus	Lotus corniculatus	180	180	realistic	3	8/31/2008 12:00:00 AM	
2179	Hainich	HEG9	Lotus	Lotus corniculatus	75	75	succession	3	8/31/2008 12:00:00 AM	
2180	Hainich	HEG9	Ononis	Ononis spinosa	18	36	managed	3	8/31/2008 12:00:00 AM	8/6/2008
2181	Hainich	HEG9	Ononis	Ononis spinosa	110	220	realistic	3	8/31/2008 12:00:00 AM	
2182	Hainich	HEG9	Ononis	Ononis spinosa	23	46	succession	3	8/31/2008 12:00:00 AM	
2183	Hainich	HEG9	Pimpinella	Pimpinella saxifraga	50	4	managed	3	8/31/2008 12:00:00 AM	8/6/2008
2184	Hainich	HEG9	Pimpinella	Pimpinella saxifraga	1500	125	realistic	3	8/31/2008 12:00:00 AM	
2185	Hainich	HEG9	Pimpinella	Pimpinella saxifraga	350	29	succession	3	8/31/2008 12:00:00 AM	
2186	Hainich	HEG9	Plantago	Plantago lanceolata	5	10	managed	3	8/31/2008 12:00:00 AM	8/6/2008
2187	Hainich	HEG9	Plantago	Plantago media	33	132	realistic	3	8/31/2008 12:00:00 AM	
2188	Hainich	HEG9	Scabiosa	Scabiosa columbaria	3	12	realistic	3	8/31/2008 12:00:00 AM	
2189	Hainich	HEG9	Senecio	Senecio jacobaea	3	6	realistic	3	8/31/2008 12:00:00 AM	
2190	Hainich	HEG9	Senecio	Senecio jacobaea	50	100	succession	3	8/31/2008 12:00:00 AM	
2191	Hainich	HEG9	Crataegus		50	50	realistic	1	5/29/2008 12:00:00 AM	
2192	Schorfheide	SEG1			0	0	realistic	1	6/12/2008 12:00:00 AM	
2193	Schorfheide	SEG1			0	0	managed	2	7/25/2008 12:00:00 AM	6/25/2008
2194	Schorfheide	SEG1			0	0	realistic	2	7/25/2008 12:00:00 AM	
2195	Schorfheide	SEG1			0	0	succession	2	7/25/2008 12:00:00 AM	
2196	Schorfheide	SEG1			0	0	managed	3	8/22/2008 12:00:00 AM	7/29/2008
2197	Schorfheide	SEG1			0	0	realistic	3	8/22/2008 12:00:00 AM	
2198	Schorfheide	SEG1	Ranunculus	Ranunculus repens	193	193	managed	1	6/12/2008 12:00:00 AM	
2199	Schorfheide	SEG1	Ranunculus	Ranunculus repens	61	61	succession	1	6/12/2008 12:00:00 AM	
2200	Schorfheide	SEG1	Cirsium	Cirsium oleraceum	5	15	succession	3	8/22/2008 12:00:00 AM	
2201	Schorfheide	SEG10	Cerastium	Cerastium holosteoides	40	8	managed	1	6/20/2008 12:00:00 AM	
2202	Schorfheide	SEG10	Cerastium	Cerastium holosteoides	6	1	realistic	1	6/20/2008 12:00:00 AM	
2203	Schorfheide	SEG10	Cerastium	Cerastium holosteoides	15	3	succession	1	6/20/2008 12:00:00 AM	
2204	Schorfheide	SEG10	Ranunculus	Ranunculus repens	4	4	managed	1	6/20/2008 12:00:00 AM	
2205	Schorfheide	SEG10	Symphytum	Symphytum officinale	10	15	managed	1	6/20/2008 12:00:00 AM	
2206	Schorfheide	SEG10	Symphytum	Symphytum officinale	5	8	succession	1	6/20/2008 12:00:00 AM	
2207	Schorfheide	SEG10	Cerastium	Cerastium holosteoides	5	1	realistic	2	7/27/2008 12:00:00 AM	
2208	Schorfheide	SEG10	Cirsium	Cirsium arvense	1	3	managed	2	7/27/2008 12:00:00 AM	7/5/2008
2209	Schorfheide	SEG10	Cirsium	Cirsium arvense	4	12	realistic	2	7/27/2008 12:00:00 AM	
2210	Schorfheide	SEG10	Cirsium	Cirsium arvense	4	12	succession	2	7/27/2008 12:00:00 AM	
2211	Schorfheide	SEG10	Pastinaca	Pastinaca sativa	55	5	managed	2	7/27/2008 12:00:00 AM	7/5/2008
2212	Schorfheide	SEG10	Symphytum	Symphytum officinale	5	8	realistic	2	7/27/2008 12:00:00 AM	
2213	Schorfheide	SEG10	Cerastium	Cerastium holosteoides	4	1	managed	3	9/3/2008 12:00:00 AM	8/11/2008
2214	Schorfheide	SEG10	Cerastium	Cerastium holosteoides	5	1	realistic	3	9/3/2008 12:00:00 AM	
2215	Schorfheide	SEG10	Cerastium	Cerastium holosteoides	2	1	succession	3	9/3/2008 12:00:00 AM	
2216	Schorfheide	SEG10	Cirsium	Cirsium oleraceum	4	12	realistic	3	9/3/2008 12:00:00 AM	
2217	Schorfheide	SEG10	Cirsium	Cirsium oleraceum	14	42	succession	3	9/3/2008 12:00:00 AM	
2218	Schorfheide	SEG10	Potentilla	Potentilla anserina	5	5	managed	3	9/3/2008 12:00:00 AM	8/11/2008
2219	Schorfheide	SEG11	Cerastium	Cerastium holosteoides	8	2	managed	1	6/20/2008 12:00:00 AM	
2220	Schorfheide	SEG11	Cerastium	Cerastium holosteoides	12	2	succession	1	6/20/2008 12:00:00 AM	
2221	Schorfheide	SEG11	Ranunculus	Ranunculus repens	2	2	managed	1	6/20/2008 12:00:00 AM	
2222	Schorfheide	SEG11	Symphytum	Symphytum officinale	40	60	managed	1	6/20/2008 12:00:00 AM	
2223	Schorfheide	SEG11	Symphytum	Symphytum officinale	10	15	realistic	1	6/20/2008 12:00:00 AM	
2224	Schorfheide	SEG11	Symphytum	Symphytum officinale	50	75	succession	1	6/20/2008 12:00:00 AM	
2225	Schorfheide	SEG11	Cerastium	Cerastium holosteoides	6	1	managed	2	7/27/2008 12:00:00 AM	7/5/2008
2226	Schorfheide	SEG11	Cerastium	Cerastium holosteoides	5	1	realistic	2	7/27/2008 12:00:00 AM	
2227	Schorfheide	SEG11	Cirsium	Cirsium oleraceum	3	9	managed	2	7/27/2008 12:00:00 AM	7/5/2008
2228	Schorfheide	SEG11	Cirsium	Cirsium oleraceum	9	27	realistic	2	7/27/2008 12:00:00 AM	
2229	Schorfheide	SEG11	Cirsium	Cirsium oleraceum	21	63	succession	2	7/27/2008 12:00:00 AM	
2230	Schorfheide	SEG11	Epilobium	Epilobium parviflorum	7	7	succession	2	7/27/2008 12:00:00 AM	
2231	Schorfheide	SEG11	Potentilla	Potentilla anserina	4	4	realistic	2	7/27/2008 12:00:00 AM	
2232	Schorfheide	SEG11	Symphytum	Symphytum officinale	12	18	managed	2	7/27/2008 12:00:00 AM	7/5/2008
2233	Schorfheide	SEG11	Symphytum	Symphytum officinale	35	58	realistic	2	7/27/2008 12:00:00 AM	
2234	Schorfheide	SEG11	Symphytum	Symphytum officinale	32	48	succession	2	7/27/2008 12:00:00 AM	
2235	Schorfheide	SEG11	Cirsium	Cirsium oleraceum	2	6	managed	3	9/3/2008 12:00:00 AM	8/11/2008
2236	Schorfheide	SEG11	Cirsium	Cirsium oleraceum	57	171	realistic	3	9/3/2008 12:00:00 AM	
2237	Schorfheide	SEG11	Cirsium	Cirsium oleraceum	55	165	succession	3	9/3/2008 12:00:00 AM	
2238	Schorfheide	SEG11	Myosoton	Myosoton aquaticum	5	2	managed	3	9/3/2008 12:00:00 AM	8/11/2008
2239	Schorfheide	SEG11	Myosoton	Myosoton aquaticum	12	4	realistic	3	9/3/2008 12:00:00 AM	
2240	Schorfheide	SEG11	Myosoton	Myosoton aquaticum	3	1	succession	3	9/3/2008 12:00:00 AM	
2241	Schorfheide	SEG11	Persicaria	Persicaria amphibia	7	21	succession	3	9/3/2008 12:00:00 AM	
2242	Schorfheide	SEG11	Symphytum	Symphytum officinale	2	3	realistic	3	9/3/2008 12:00:00 AM	
2243	Schorfheide	SEG11	Symphytum	Symphytum officinale	9	14	succession	3	9/3/2008 12:00:00 AM	
2244	Schorfheide	SEG11	Lamium		8	8	succession	3	9/3/2008 12:00:00 AM	
2245	Schorfheide	SEG12			0	0	realistic	1	6/12/2008 12:00:00 AM	
2246	Schorfheide	SEG12			0	0	managed	2	7/25/2008 12:00:00 AM	6/25/2008
2247	Schorfheide	SEG12			0	0	managed	3	8/22/2008 12:00:00 AM	7/29/2008
2248	Schorfheide	SEG12			0	0	realistic	3	8/22/2008 12:00:00 AM	
2249	Schorfheide	SEG12	Ranunculus	Ranunculus repens	80	80	managed	1	6/12/2008 12:00:00 AM	
2250	Schorfheide	SEG12	Ranunculus	Ranunculus repens	40	40	succession	1	6/12/2008 12:00:00 AM	
2251	Schorfheide	SEG12	Cirsium	Cirsium oleraceum	7	21	succession	2	7/25/2008 12:00:00 AM	
2252	Schorfheide	SEG12	Trifolium	Trifolium repens	1	2	realistic	2	7/25/2008 12:00:00 AM	
2253	Schorfheide	SEG12	Cirsium	Cirsium oleraceum	16	48	succession	3	8/22/2008 12:00:00 AM	
2254	Schorfheide	SEG14			0	0	managed	2	7/25/2008 12:00:00 AM	7/3/2008
2255	Schorfheide	SEG14			0	0	realistic	2	7/25/2008 12:00:00 AM	
2256	Schorfheide	SEG14	Cerastium	Cerastium holosteoides	34	7	managed	1	6/14/2008 12:00:00 AM	
2257	Schorfheide	SEG14	Cerastium	Cerastium holosteoides	75	15	succession	1	6/14/2008 12:00:00 AM	
2258	Schorfheide	SEG14	Ranunculus	Ranunculus repens	25	25	managed	1	6/14/2008 12:00:00 AM	
2259	Schorfheide	SEG14	Ranunculus	Ranunculus repens	20	20	realistic	1	6/14/2008 12:00:00 AM	
2260	Schorfheide	SEG14	Ranunculus	Ranunculus repens	25	25	succession	1	6/14/2008 12:00:00 AM	
2261	Schorfheide	SEG14	Cerastium	Cerastium holosteoides	2	1	succession	2	7/25/2008 12:00:00 AM	
2262	Schorfheide	SEG14	Cirsium	Cirsium oleraceum	3	9	succession	2	7/25/2008 12:00:00 AM	
2263	Schorfheide	SEG14	Potentilla	Potentilla anserina	1	1	succession	2	7/25/2008 12:00:00 AM	
2264	Schorfheide	SEG14	Cerastium	Cerastium holosteoides	3	1	managed	3	8/22/2008 12:00:00 AM	7/29/2008
2265	Schorfheide	SEG14	Cerastium	Cerastium holosteoides	13	5	succession	3	8/22/2008 12:00:00 AM	
2266	Schorfheide	SEG14	Cirsium	Cirsium oleraceum	3	9	succession	3	8/22/2008 12:00:00 AM	
2267	Schorfheide	SEG14	Heracleum	Heracleum sphondylium	30	3	realistic	3	8/22/2008 12:00:00 AM	
2268	Schorfheide	SEG2			0	0	realistic	1	6/14/2008 12:00:00 AM	
2269	Schorfheide	SEG2			0	0	succession	2	7/25/2008 12:00:00 AM	
2270	Schorfheide	SEG2	Cerastium	Cerastium holosteoides	6	1	managed	1	6/14/2008 12:00:00 AM	
2271	Schorfheide	SEG2	Cerastium	Cerastium holosteoides	51	10	succession	1	6/14/2008 12:00:00 AM	
2272	Schorfheide	SEG2	Ranunculus	Ranunculus repens	200	200	managed	1	6/14/2008 12:00:00 AM	
2273	Schorfheide	SEG2	Ranunculus	Ranunculus repens	135	135	succession	1	6/14/2008 12:00:00 AM	
2274	Schorfheide	SEG2	Cerastium	Cerastium holosteoides	7	2	managed	2	7/25/2008 12:00:00 AM	7/1/2008
2275	Schorfheide	SEG2	Cerastium	Cerastium holosteoides	8	2	realistic	2	7/25/2008 12:00:00 AM	
2276	Schorfheide	SEG2	Cirsium	Cirsium oleraceum	3	9	realistic	2	7/25/2008 12:00:00 AM	
2277	Schorfheide	SEG2	Heracleum	Heracleum sphondylium	410	46	realistic	2	7/25/2008 12:00:00 AM	
2278	Schorfheide	SEG2	Achillea	Achillea millefolium	100	17	succession	3	8/22/2008 12:00:00 AM	
2279	Schorfheide	SEG2	Cerastium	Cerastium holosteoides	5	1	managed	3	8/22/2008 12:00:00 AM	7/29/2008
2280	Schorfheide	SEG2	Cerastium	Cerastium holosteoides	3	1	succession	3	8/22/2008 12:00:00 AM	
2281	Schorfheide	SEG2	Cirsium	Cirsium oleraceum	10	30	realistic	3	8/22/2008 12:00:00 AM	
2282	Schorfheide	SEG2	Potentilla	Potentilla anserina	2	2	realistic	3	8/22/2008 12:00:00 AM	
2283	Schorfheide	SEG2	Potentilla	Potentilla anserina	1	1	succession	3	8/22/2008 12:00:00 AM	
2284	Schorfheide	SEG2	Potentilla		4	4	managed	2	7/25/2008 12:00:00 AM	7/1/2008
2285	Schorfheide	SEG2	Potentilla		3	3	realistic	2	7/25/2008 12:00:00 AM	
2286	Schorfheide	SEG23			0	0	managed	1	6/16/2008 12:00:00 AM	
2287	Schorfheide	SEG23			0	0	realistic	1	6/16/2008 12:00:00 AM	
2288	Schorfheide	SEG23			0	0	succession	1	6/16/2008 12:00:00 AM	
2289	Schorfheide	SEG23			0	0	managed	2	7/27/2008 12:00:00 AM	7/5/2008
2290	Schorfheide	SEG23			0	0	succession	2	7/27/2008 12:00:00 AM	
2291	Schorfheide	SEG23	Polygonum	Polygonum aviculare agg.	8000	1333	realistic	2	7/27/2008 12:00:00 AM	
2292	Schorfheide	SEG23	Arabidopsis		35	6	realistic	3	9/3/2008 12:00:00 AM	
2293	Schorfheide	SEG23	Polygonum	Polygonum aviculare agg.	1300	217	managed	3	9/3/2008 12:00:00 AM	8/12/2008
2294	Schorfheide	SEG23	Polygonum	Polygonum aviculare agg.	2530	422	realistic	3	9/3/2008 12:00:00 AM	
2295	Schorfheide	SEG23	Polygonum	Polygonum aviculare agg.	50	8	succession	3	9/3/2008 12:00:00 AM	
2296	Schorfheide	SEG23	Galium		15	2	realistic	2	7/27/2008 12:00:00 AM	
2297	Schorfheide	SEG24			0	0	realistic	1	6/15/2008 12:00:00 AM	
2298	Schorfheide	SEG24	Arabidopsis		1	1	managed	2	7/25/2008 12:00:00 AM	7/3/2008
2299	Schorfheide	SEG24	Cardaminopsis	Cardaminopsis arenosa	10	5	managed	1	6/15/2008 12:00:00 AM	
2300	Schorfheide	SEG24	Cardaminopsis	Cardaminopsis arenosa	15	8	succession	1	6/15/2008 12:00:00 AM	
2301	Schorfheide	SEG24	Cerastium	Cerastium holosteoides	65	13	managed	1	6/15/2008 12:00:00 AM	
2302	Schorfheide	SEG24	Cerastium	Cerastium holosteoides	70	14	succession	1	6/15/2008 12:00:00 AM	
2303	Schorfheide	SEG24	Ranunculus	Ranunculus repens	34	34	managed	1	6/15/2008 12:00:00 AM	
2304	Schorfheide	SEG24	Ranunculus	Ranunculus repens	24	24	succession	1	6/15/2008 12:00:00 AM	
2305	Schorfheide	SEG24	Arabidopsis		2	1	realistic	2	7/25/2008 12:00:00 AM	
2306	Schorfheide	SEG24	Arabidopsis		1	1	succession	2	7/25/2008 12:00:00 AM	
2307	Schorfheide	SEG24	Epilobium	Epilobium parviflorum	4	4	succession	2	7/25/2008 12:00:00 AM	
2308	Schorfheide	SEG24	Cardaminopsis	Cardaminopsis arenosa	22	11	managed	3	8/22/2008 12:00:00 AM	7/29/2008
2309	Schorfheide	SEG24	Cardaminopsis	Cardaminopsis arenosa	48	24	realistic	3	8/22/2008 12:00:00 AM	
2310	Schorfheide	SEG24	Cerastium	Cerastium holosteoides	4	1	managed	3	8/22/2008 12:00:00 AM	7/29/2008
2311	Schorfheide	SEG24	Cerastium	Cerastium holosteoides	9	2	realistic	3	8/22/2008 12:00:00 AM	
2312	Schorfheide	SEG24	Cerastium	Cerastium holosteoides	5	1	succession	3	8/22/2008 12:00:00 AM	
2313	Schorfheide	SEG25	Ranunculus	Ranunculus repens	28	28	managed	1	6/17/2008 12:00:00 AM	
2314	Schorfheide	SEG25	Ranunculus	Ranunculus repens	2	2	realistic	1	6/17/2008 12:00:00 AM	
2315	Schorfheide	SEG25	Ranunculus	Ranunculus repens	42	42	succession	1	6/17/2008 12:00:00 AM	
2316	Schorfheide	SEG25	Trifolium	Trifolium repens	2	4	succession	1	6/17/2008 12:00:00 AM	
2317	Schorfheide	SEG25	Cerastium	Cerastium holosteoides	35	7	managed	2	7/29/2008 12:00:00 AM	6/24/2008
2318	Schorfheide	SEG25	Cerastium	Cerastium holosteoides	5	1	succession	2	7/29/2008 12:00:00 AM	
2319	Schorfheide	SEG25	Cirsium	Cirsium oleraceum	5	15	managed	2	7/29/2008 12:00:00 AM	6/24/2008
2320	Schorfheide	SEG25	Potentilla	Potentilla reptans	1	1	managed	2	7/29/2008 12:00:00 AM	6/24/2008
2321	Schorfheide	SEG25	Potentilla	Potentilla reptans	15	15	realistic	2	7/29/2008 12:00:00 AM	
2322	Schorfheide	SEG25	Potentilla	Potentilla reptans	13	13	succession	2	7/29/2008 12:00:00 AM	
2323	Schorfheide	SEG25	Trifolium	Trifolium repens	9	18	managed	2	7/29/2008 12:00:00 AM	6/24/2008
2324	Schorfheide	SEG25	Trifolium	Trifolium repens	7	14	realistic	2	7/29/2008 12:00:00 AM	
2325	Schorfheide	SEG25	Trifolium	Trifolium repens	9	18	succession	2	7/29/2008 12:00:00 AM	
2326	Schorfheide	SEG25	Capsella	Capsella bursa-pastoris	60	10	managed	3	9/4/2008 12:00:00 AM	8/13/2008
2327	Schorfheide	SEG25	Cerastium / Myosoton	Cerastium holosteoides / Myosoton aquaticum	63	13	managed	3	9/4/2008 12:00:00 AM	8/13/2008
2328	Schorfheide	SEG25	Cerastium / Myosoton	Cerastium holosteoides / Myosoton aquaticum	14	3	realistic	3	9/4/2008 12:00:00 AM	
2329	Schorfheide	SEG25	Cerastium / Myosoton	Cerastium holosteoides / Myosoton aquaticum	7	1	succession	3	9/4/2008 12:00:00 AM	
2330	Schorfheide	SEG25	Cirsium	Cirsium oleraceum	2	6	managed	3	9/4/2008 12:00:00 AM	8/13/2008
2331	Schorfheide	SEG25	Lamium	Lamium purpureum	3	3	managed	3	9/4/2008 12:00:00 AM	8/13/2008
2332	Schorfheide	SEG25	Lamium	Lamium purpureum	6	6	succession	3	9/4/2008 12:00:00 AM	
2333	Schorfheide	SEG25	Leontodon	Leontodon autumnalis	6	18	managed	3	9/4/2008 12:00:00 AM	8/13/2008
2334	Schorfheide	SEG25	Leontodon	Leontodon autumnalis	12	36	realistic	3	9/4/2008 12:00:00 AM	
2335	Schorfheide	SEG25	Leontodon	Leontodon autumnalis	2	6	succession	3	9/4/2008 12:00:00 AM	
2336	Schorfheide	SEG28			0	0	managed	1	6/14/2008 12:00:00 AM	
2337	Schorfheide	SEG28			0	0	realistic	1	6/14/2008 12:00:00 AM	
2338	Schorfheide	SEG28	Ranunculus	Ranunculus acris	95	95	succession	1	6/14/2008 12:00:00 AM	
2339	Schorfheide	SEG28	Cirsium	Cirsium arvense	4	12	succession	2	7/25/2008 12:00:00 AM	
2340	Schorfheide	SEG28	Pastinaca	Pastinaca sativa	140	12	managed	2	7/25/2008 12:00:00 AM	7/3/2008
2341	Schorfheide	SEG28	Pastinaca	Pastinaca sativa	55	6	succession	2	7/25/2008 12:00:00 AM	
2342	Schorfheide	SEG28	Persicaria	Persicaria amphibia	3	9	succession	2	7/25/2008 12:00:00 AM	
2343	Schorfheide	SEG28	Ranunculus	Ranunculus acris	14	14	realistic	2	7/25/2008 12:00:00 AM	
2344	Schorfheide	SEG28	Trifolium	Trifolium repens	10	20	realistic	2	7/25/2008 12:00:00 AM	
2345	Schorfheide	SEG28	Cerastium	Cerastium holosteoides	2	1	succession	3	8/22/2008 12:00:00 AM	
2346	Schorfheide	SEG28	Cerastium	Cerastium holosteoides	7	1	realistic	3	8/22/2008 12:00:00 AM	
2347	Schorfheide	SEG28	Cirsium	Cirsium oleraceum	6	18	managed	3	8/22/2008 12:00:00 AM	7/29/2008
2348	Schorfheide	SEG28	Cirsium	Cirsium oleraceum	9	27	realistic	3	8/22/2008 12:00:00 AM	
2349	Schorfheide	SEG28	Cirsium	Cirsium oleraceum	17	51	succession	3	8/22/2008 12:00:00 AM	
2350	Schorfheide	SEG28	Persicaria	Persicaria amphibia	1	3	realistic	3	8/22/2008 12:00:00 AM	
2351	Schorfheide	SEG28	Persicaria	Persicaria amphibia	14	42	succession	3	8/22/2008 12:00:00 AM	
2352	Schorfheide	SEG28	Potentilla	Potentilla anserina	1	1	managed	3	8/22/2008 12:00:00 AM	7/29/2008
2353	Schorfheide	SEG28	Ranunculus	Ranunculus acris	5	5	realistic	3	8/22/2008 12:00:00 AM	
2354	Schorfheide	SEG28	Trifolium	Trifolium repens	3	6	realistic	3	8/22/2008 12:00:00 AM	
2355	Schorfheide	SEG28	Galium		20	2	succession	2	7/25/2008 12:00:00 AM	
2356	Schorfheide	SEG29	Cerastium	Cerastium holosteoides	5	1	managed	1	6/15/2008 12:00:00 AM	
2357	Schorfheide	SEG29	Cerastium	Cerastium holosteoides	15	3	succession	1	6/15/2008 12:00:00 AM	
2358	Schorfheide	SEG29	Potentilla	Potentilla anserina	5	5	managed	1	6/15/2008 12:00:00 AM	
2359	Schorfheide	SEG29	Potentilla	Potentilla anserina	20	20	realistic	1	6/15/2008 12:00:00 AM	
2360	Schorfheide	SEG29	Achillea	Achillea millefolium	200	33	realistic	2	7/30/2008 12:00:00 AM	
2361	Schorfheide	SEG29	Cerastium	Cerastium holosteoides	5	1	managed	2	7/30/2008 12:00:00 AM	7/3/2008
2362	Schorfheide	SEG29	Cirsium	Cirsium oleraceum	27	81	succession	2	7/30/2008 12:00:00 AM	
2363	Schorfheide	SEG29	Epilobium	Epilobium parviflorum	3	3	managed	2	7/30/2008 12:00:00 AM	7/3/2008
2364	Schorfheide	SEG29	Persicaria	Persicaria amphibia	40	120	succession	2	7/30/2008 12:00:00 AM	
2365	Schorfheide	SEG29	Potentilla	Potentilla anserina	24	24	managed	2	7/30/2008 12:00:00 AM	7/3/2008
2366	Schorfheide	SEG29	Potentilla	Potentilla anserina	65	65	realistic	2	7/30/2008 12:00:00 AM	
2367	Schorfheide	SEG29	Cerastium	Cerastium holosteoides	11	2	managed	3	9/5/2008 12:00:00 AM	8/11/2008
2368	Schorfheide	SEG29	Cerastium	Cerastium holosteoides	6	1	realistic	3	9/5/2008 12:00:00 AM	
2369	Schorfheide	SEG29	Cirsium	Cirsium oleraceum	21	63	succession	3	9/5/2008 12:00:00 AM	
2370	Schorfheide	SEG29	Potentilla	Potentilla anserina	3	3	managed	3	9/5/2008 12:00:00 AM	8/11/2008
2371	Schorfheide	SEG29	Potentilla	Potentilla anserina	4	4	realistic	3	9/5/2008 12:00:00 AM	
